Sample_ID,Sample_Kit_ID,Date,Median_Time_Unix,Median_Time_Local,Local_Timezone,Mean_DO_mg_per_L,DO_sd,Mean_Temp_Deg_C,Temp_sd,Respiration_Rate_mg_DO_per_L_per_H,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_obs,Type,Respiration_R_Squared,Respiration_R_Squared_Adj,Respiration_p_value,Total_Incubation_Time_Min,Number_Points_In_Respiration_Regression,Number_Points_Removed_Respiration_Regression,DO_Concentration_At_Incubation_Time_Zero,Site_ID,Sample_Latitude_obs,Sample_Longitude_obs,MiniDot_Latitude,MiniDot_Longitude,MiniDot_Start_Time,MiniDot_End_Time,MiniDot_ID,pH,Contact_First_Name,Contact_Last_Name,Organization,Email,Site_Name,Stream_Name,City,State,Country,Weather,Intermittent_or_Perennial,General_Vegetation,Hydrogeomorphology,River_Gradient,MiniDot_Sediment,Water_Temperature,Water_Depth_cm,Depositional_Type,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,Sediment_Collection_Depth_cm,MiniDot_Notes,Additional_Sampling_Notes,Hydrograph_Online,Hydrograph_Other,Water_volume_Flag,Notes,Sample_Longitude_pre,Sample_Latitude_pre,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment_pre,mean.error,predict.error
CM_068-4,CM_068,2023-03-06,1678127190.0,12:26:30,Central Standard Time (UTC-6),3.51,1.25,22.93,0.16,-16.0,-260.35,Measured_2.5mL,1.0,-9999.0,-9999.0,5,2,0,5.71,MP-102277,30.1982931,-92.4631118,30.1982931,-92.4631118,11:12:00,13:27:00,755115.0,6.5,Mahpara,Mashiyat,University of Louisiana at Lafayette,C00525161@louisiana.edu,102277,Bayou Plaqemarine,Crowley,Louisiana,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),17.0,24.07,Inside bend of stream,No coverage,No coverage,No coverage,3-10cm in some places,The water was very turbid due to the cars crossing the floating bridge and boats docking in and out to the stream,,https://waterdata.usgs.gov/monitoring-location/08011020/#parameterCode=00065&period=P7D,,False,,-92.4631118,30.1982931,-743.1552225099401,332.03069340018385,1420.668172249733
CM_068-5,CM_068,2023-03-06,1678127190.0,12:26:30,Central Standard Time (UTC-6),3.51,1.25,22.93,0.16,-21.12,-347.97,Measured_2.5mL,1.0,-9999.0,-9999.0,5,2,0,4.58666666666667,MP-102277,30.1982931,-92.4631118,30.1982931,-92.4631118,11:12:00,13:27:00,755115.0,6.5,Mahpara,Mashiyat,University of Louisiana at Lafayette,C00525161@louisiana.edu,102277,Bayou Plaqemarine,Crowley,Louisiana,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),17.0,24.07,Inside bend of stream,No coverage,No coverage,No coverage,3-10cm in some places,The water was very turbid due to the cars crossing the floating bridge and boats docking in and out to the stream,,https://waterdata.usgs.gov/monitoring-location/08011020/#parameterCode=00065&period=P7D,,False,,-92.4631118,30.1982931,-1177.279439288683,290.4451678346617,1411.5282745315783
CM_068-6,CM_068,2023-03-06,1678127190.0,12:26:30,Central Standard Time (UTC-6),3.51,1.25,22.93,0.16,-20.68,-333.94,Measured_2.5mL,1.0,-9999.0,-9999.0,5,2,0,2.85666666666667,MP-102277,30.1982931,-92.4631118,30.1982931,-92.4631118,11:12:00,13:27:00,755115.0,6.5,Mahpara,Mashiyat,University of Louisiana at Lafayette,C00525161@louisiana.edu,102277,Bayou Plaqemarine,Crowley,Louisiana,USA,Overcast,Perennial,"Needleleaf deciduous tree, Grass",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),17.0,24.07,Inside bend of stream,No coverage,No coverage,No coverage,3-10cm in some places,The water was very turbid due to the cars crossing the floating bridge and boats docking in and out to the stream,,https://waterdata.usgs.gov/monitoring-location/08011020/#parameterCode=00065&period=P7D,,False,,-92.4631118,30.1982931,-1177.279439288683,290.4451678346617,1411.5282745315783
CM_088-1,CM_088,2023-04-10,1681152540.0,11:49:00,Pacific Daylight Time (UTC-7),11.43,0.01,9.64,0.04,-3.71,-13.57,Measured_10mL,0.985,0.982,0.0037632187410527,60,6,0,8.77,MP-104218,45.537135,-122.379308,45.537135,-122.379308,10:59:00,12:24:00,806577.0,6.5,Adam,Price,University of Washington: Northwest Climate Adaptation Science Center,adnprice@uw.edu,,Beaver Creek,Troutdale,Oregon,USA,Raining,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),,20.0,Shallow waters near the shore,Partial coverage,Partial coverage,No coverage,3-10cm in some places,,"Stream was in flood stage. Very high TSS and turbidity. Used 2 filters during filtered water collection. Labeled filter used for ""ICR"" samples. Unlabeled filter used in all other filtered collections. Both filters in RNALater. Large ""BWT Filtered"" is actually unfiltered, with high TSS I could not collect 500 ml efficiently.",https://waterdata.usgs.gov/monitoring-location/14142800/#parameterCode=00065&period=P7D,,False,,-122.379308,45.537135,-679.0592984548995,339.9714389910206,1422.544991771162
CM_088-2,CM_088,2023-04-10,1681152540.0,11:49:00,Pacific Daylight Time (UTC-7),11.43,0.01,9.64,0.04,-4.99,-18.39,Measured_10mL,0.988,0.985,0.004526920400718,60,6,0,8.57,MP-104218,45.537135,-122.379308,45.537135,-122.379308,10:59:00,12:24:00,806577.0,6.5,Adam,Price,University of Washington: Northwest Climate Adaptation Science Center,adnprice@uw.edu,,Beaver Creek,Troutdale,Oregon,USA,Raining,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),,20.0,Shallow waters near the shore,Partial coverage,Partial coverage,No coverage,3-10cm in some places,,"Stream was in flood stage. Very high TSS and turbidity. Used 2 filters during filtered water collection. Labeled filter used for ""ICR"" samples. Unlabeled filter used in all other filtered collections. Both filters in RNALater. Large ""BWT Filtered"" is actually unfiltered, with high TSS I could not collect 500 ml efficiently.",https://waterdata.usgs.gov/monitoring-location/14142800/#parameterCode=00065&period=P7D,,False,,-122.379308,45.537135,-683.7781961972325,339.3735830240455,1422.4022297290485
CM_088-3,CM_088,2023-04-10,1681152540.0,11:49:00,Pacific Daylight Time (UTC-7),11.43,0.01,9.64,0.04,-5.61,-20.44,Measured_10mL,0.984,0.979,0.0068867015109395,30,5,1,8.44,MP-104218,45.537135,-122.379308,45.537135,-122.379308,10:59:00,12:24:00,806577.0,6.5,Adam,Price,University of Washington: Northwest Climate Adaptation Science Center,adnprice@uw.edu,,Beaver Creek,Troutdale,Oregon,USA,Raining,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively flat/gentle gradient (e.g., valleys)",Silt/mud (<0.0625mm),,20.0,Shallow waters near the shore,Partial coverage,Partial coverage,No coverage,3-10cm in some places,,"Stream was in flood stage. Very high TSS and turbidity. Used 2 filters during filtered water collection. Labeled filter used for ""ICR"" samples. Unlabeled filter used in all other filtered collections. Both filters in RNALater. Large ""BWT Filtered"" is actually unfiltered, with high TSS I could not collect 500 ml efficiently.",https://waterdata.usgs.gov/monitoring-location/14142800/#parameterCode=00065&period=P7D,,False,,-122.379308,45.537135,-683.7781961972325,339.3735830240455,1422.4022297290485
SSS006-1,SSS006,2022-08-09,1660081470.0,13:44:30,Pacific Standard Time (UTC-8),9.81,0.15,19.43,0.02,-15.12,-58.23,Measured_10mL,1.0,-9999.0,-9999.0,5,2,0,5.22,S56N,46.6218,-120.6206,46.6218,-120.6207,13:19:00,14:15:00,936810.0,8.59,James,Stegen,PNNL,james.stegen@pnnl.gov,S56N,,,Washington,USA,Overcast,Perennial,Shrub,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Sand,19.52,38.0,,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,,,,,False,,-120.6206,46.6218,-5195.754798213855,832.587514843219,1612.8408613860197
SSS006-2,SSS006,2022-08-09,1660081470.0,13:44:30,Pacific Standard Time (UTC-8),9.81,0.15,19.43,0.02,-14.96,-57.26,Measured_10mL,1.0,-9999.0,-9999.0,5,2,0,6.083333333,S56N,46.6218,-120.6206,46.6218,-120.6207,13:19:00,14:15:00,936810.0,8.59,James,Stegen,PNNL,james.stegen@pnnl.gov,S56N,,,Washington,USA,Overcast,Perennial,Shrub,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Sand,19.52,38.0,,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,,,,,False,,-120.6206,46.6218,-5179.755465289474,829.3016980705197,1611.1471008899953
SSS006-3,SSS006,2022-08-09,1660081470.0,13:44:30,Pacific Standard Time (UTC-8),9.81,0.15,19.43,0.02,-24.04,-91.7,Measured_10mL,1.0,-9999.0,-9999.0,5,2,0,5.573333333,S56N,46.6218,-120.6206,46.6218,-120.6207,13:19:00,14:15:00,936810.0,8.59,James,Stegen,PNNL,james.stegen@pnnl.gov,S56N,,,Washington,USA,Overcast,Perennial,Shrub,Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Sand,19.52,38.0,,Med (30-70%),Low (5-30%),Med (30-70%),1-3 cm as described in the protocol,,,,,False,,-120.6206,46.6218,-5179.755465289474,829.3016980705197,1611.1471008899953
SSS010-1,SSS010,2022-08-11,1660230270.0,07:04:30,Pacific Standard Time (UTC-8),9.68,0.02,13.61,0.01,-1.12,-4.12,Measured_10mL,0.992,0.991,0.000674752,120,8,0,8.293333333,S10,46.8095,-121.0675,46.8095,-121.0675,06:39:00,07:35:00,293065.0,8.0,James,Stegen,PNNL,james.stegen@pnnl.gov,S10,,,Washington,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.64,5.0,,Low (5-30%),,Low (5-30%),1-3 cm as described in the protocol,,,,,False,,-121.0675,46.8095,-7082.206608962663,1227.6974402258727,1848.051589924034
SSS010-2,SSS010,2022-08-11,1660230270.0,07:04:30,Pacific Standard Time (UTC-8),9.68,0.02,13.61,0.01,-1.21,-4.35,Measured_10mL,0.997,0.996,0.000486588,120,8,0,8.59,S10,46.8095,-121.0675,46.8095,-121.0675,06:39:00,07:35:00,293065.0,8.0,James,Stegen,PNNL,james.stegen@pnnl.gov,S10,,,Washington,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.64,5.0,,Low (5-30%),,Low (5-30%),1-3 cm as described in the protocol,,,,,False,,-121.0675,46.8095,-4786.154408234559,749.0313229951558,1571.337518520914
SSS010-3,SSS010,2022-08-11,1660230270.0,07:04:30,Pacific Standard Time (UTC-8),9.68,0.02,13.61,0.01,-1.17,-4.31,Measured_10mL,0.989,0.987,0.000850306,120,8,0,8.173333333,S10,46.8095,-121.0675,46.8095,-121.0675,06:39:00,07:35:00,293065.0,8.0,James,Stegen,PNNL,james.stegen@pnnl.gov,S10,,,Washington,USA,Sunny,Perennial,"Broadleaf deciduous tree, Shrub",Single-channel meandering,"Relatively steep gradient (e.g., mountainous or hilly terrain)",Gravel/cobble (>2mm),13.64,5.0,,Low (5-30%),,Low (5-30%),1-3 cm as described in the protocol,,,,,False,,-121.0675,46.8095,-4786.154408234559,749.0313229951558,1571.337518520914
